VAR,STD,ENT,CRL,CNT,HGN,IDM,KTS,SM,Output,ClassName,orig_path,prep_path
1334.582134501262,36.5319330791742,6.670479133141098,0.98765767776733,5.723888186446644,0.6470278002830229,0.6470278002830208,3.367663042069013,0.9992512628207824,1,Anthracnose,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Anthracnose\Anthracnose (1).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Anthracnose\Anthracnose (1).jpg
3613.3862669227833,60.11144871755116,7.421944918969448,0.9507874136150632,20.73371485882208,0.3873747005054701,0.387374700505471,3.122097169756623,0.9997233278553674,1,Anthracnose,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Anthracnose\Anthracnose (10).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Anthracnose\Anthracnose (10).jpg
4393.235579789314,66.28148745908857,7.779395866640037,0.9846091770774564,8.463067335743055,0.5627260601546291,0.5627260601546282,1.8673563855887028,0.999772429133158,1,Anthracnose,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Anthracnose\Anthracnose (100).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Anthracnose\Anthracnose (100).jpg
2108.565762859805,45.91912197396424,7.306346901880809,0.9821307849753932,6.144520395515757,0.5551707623597538,0.5551707623597526,2.136492999655848,0.999525968795282,1,Anthracnose,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Anthracnose\Anthracnose (101).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Anthracnose\Anthracnose (101).jpg
807.4532867591091,28.415722527486597,6.5181329186595525,0.9849828224276588,6.912517732867695,0.6406386595150495,0.6406386595150464,4.448925383203271,0.998763070153368,1,Anthracnose,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Anthracnose\Anthracnose (102).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Anthracnose\Anthracnose (102).jpg
1718.1978017516992,41.451149582993466,7.254321015980942,0.989567909638112,4.148391577202877,0.646334341425855,0.6463343414258553,3.046813920477528,0.999418333365142,1,Anthracnose,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Anthracnose\Anthracnose (103).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Anthracnose\Anthracnose (103).jpg
2181.6471103913736,46.708105403573946,7.369220664936222,0.9844848300191328,7.737576705560802,0.5852081210347865,0.5852081210347866,2.717219863621318,0.9995418407330992,1,Anthracnose,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Anthracnose\Anthracnose (104).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Anthracnose\Anthracnose (104).jpg
2029.049903021578,45.044976446009805,7.084584912356537,0.9910756748356429,5.074175894501368,0.6565228343707628,0.6565228343707608,2.9834299531534523,0.9995074012720024,1,Anthracnose,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Anthracnose\Anthracnose (105).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Anthracnose\Anthracnose (105).jpg
4787.536998662086,69.19202987817373,7.706258208508934,0.9822698197961134,12.39473563029276,0.5207080699952201,0.5207080699952201,2.2500470828692665,0.999791167949568,1,Anthracnose,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Anthracnose\Anthracnose (106).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Anthracnose\Anthracnose (106).jpg
2232.7919920374848,47.252428424764425,7.257261686899669,0.9893675568337446,5.047937781219659,0.5822149319717345,0.5822149319717336,2.647782398280895,0.9995523307436124,1,Anthracnose,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Anthracnose\Anthracnose (107).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Anthracnose\Anthracnose (107).jpg
