CNT,STD,KTS,SM,SKEN,ENT,VAR,RMS,EG,Output,ClassName,orig_path,prep_path
5.723888186446644,36.5319330791742,3.367663042069013,0.9992512628207824,0.5637138129270725,6.670479133141098,1334.582134501262,63.050896133440006,0.1041641641589002,1,Anthracnose,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Anthracnose\Anthracnose (1).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Anthracnose\Anthracnose (1).jpg
20.73371485882208,60.11144871755116,3.122097169756623,0.9997233278553674,0.5979470483588485,7.421944918969448,3613.3862669227833,114.65062643652202,0.0624763351085914,1,Anthracnose,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Anthracnose\Anthracnose (10).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Anthracnose\Anthracnose (10).jpg
8.463067335743055,66.28148745908857,1.8673563855887028,0.999772429133158,0.2879010690547516,7.779395866640037,4393.235579789314,150.6918261600746,0.06614373963986,1,Anthracnose,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Anthracnose\Anthracnose (100).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Anthracnose\Anthracnose (100).jpg
6.144520395515757,45.91912197396424,2.136492999655848,0.999525968795282,0.4801705859874905,7.306346901880809,2108.565762859805,131.879193763708,0.0737731391943476,1,Anthracnose,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Anthracnose\Anthracnose (101).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Anthracnose\Anthracnose (101).jpg
6.912517732867695,28.415722527486597,4.448925383203271,0.998763070153368,0.3443947086876966,6.5181329186595525,807.4532867591091,57.13784760569144,0.1115563636811259,1,Anthracnose,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Anthracnose\Anthracnose (102).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Anthracnose\Anthracnose (102).jpg
4.148391577202877,41.451149582993466,3.046813920477528,0.999418333365142,0.3883960042906468,7.254321015980942,1718.1978017516992,90.7552576843043,0.0858896966763312,1,Anthracnose,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Anthracnose\Anthracnose (103).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Anthracnose\Anthracnose (103).jpg
7.737576705560802,46.708105403573946,2.717219863621318,0.9995418407330992,-0.3794749452584253,7.369220664936222,2181.6471103913736,179.28233489735996,0.0708485125840881,1,Anthracnose,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Anthracnose\Anthracnose (104).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Anthracnose\Anthracnose (104).jpg
5.074175894501368,45.044976446009805,2.9834299531534523,0.9995074012720024,0.2005650697742093,7.084584912356537,2029.049903021578,91.76373046013892,0.1178026890962892,1,Anthracnose,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Anthracnose\Anthracnose (105).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Anthracnose\Anthracnose (105).jpg
12.39473563029276,69.19202987817373,2.2500470828692665,0.999791167949568,0.7003703606098575,7.706258208508934,4787.536998662086,117.2078118857615,0.07062548460182,1,Anthracnose,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Anthracnose\Anthracnose (106).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Anthracnose\Anthracnose (106).jpg
5.047937781219659,47.252428424764425,2.647782398280895,0.9995523307436124,-0.7653287620224524,7.257261686899669,2232.7919920374848,199.3317798951064,0.0813962165156132,1,Anthracnose,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Anthracnose\Anthracnose (107).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Anthracnose\Anthracnose (107).jpg
4.927433904754409,48.2908222604945,2.779620058770349,0.9995713679839124,0.4162458806700311,7.475718917888796,2332.0035145946717,98.68561967240602,0.0778422179169974,1,Anthracnose,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Anthracnose\Anthracnose (108).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Anthracnose\Anthracnose (108).jpg
7.438296793846469,73.6487322294145,1.7990531949257635,0.9998156728154975,-0.0068057729377095,7.983897641705186,5424.135759,147.88182752154205,0.0546416022540749,1,Anthracnose,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Anthracnose\Anthracnose (109).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Anthracnose\Anthracnose (109).jpg
13.091606713794048,32.66446310665423,14.866644448506053,0.9990636416111142,-3.257981400404145,5.592858506815135,1066.9671500459754,235.7968200244873,0.2392734185344248,1,Anthracnose,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Anthracnose\Anthracnose (11).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Anthracnose\Anthracnose (11).jpg
