CNT,CRL,SKEN,KTS,VAR,STD,ENT,EG,MN,HGN,RMS,SM,IDM,Output,ClassName,orig_path,prep_path,chosen,f1_pick,p_final,r_final,f1_final
5.723888186446644,0.98765767776733,0.5637138129270725,3.3676630420690135,1334.582134501262,36.5319330791742,6.670479133141098,0.10416416415890022,51.38903938320483,0.6470278002830229,63.050896133440006,0.9992512628207824,0.6470278002830208,1,Anthracnose,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Anthracnose\Anthracnose (1).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Anthracnose\Anthracnose (1).jpg,[1],0.6374512161698583,0.6805584496769451,0.653265326532588,0.6666326473544046
20.73371485882208,0.9507874136150632,0.5979470483588485,3.122097169756623,3613.3862669227833,60.11144871755116,7.421944918969448,0.06247633510859145,97.62878610002348,0.3873747005054701,114.65062643652202,0.9997233278553674,0.38737470050547107,1,Anthracnose,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Anthracnose\Anthracnose (10).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Anthracnose\Anthracnose (10).jpg,"[1, 2]",0.5478973016884686,0.37544024418868854,0.9999999999993746,0.5459201088552124
8.463067335743055,0.9846091770774565,0.28790106905475166,1.8673563855887028,4393.235579789314,66.28148745908857,7.779395866640037,0.06614373963986007,135.3321502514049,0.5627260601546291,150.6918261600746,0.9997724291331581,0.5627260601546282,1,Anthracnose,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Anthracnose\Anthracnose (100).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Anthracnose\Anthracnose (100).jpg,"[0, 2]",0.5121464101603268,0.34738243123335005,0.9999999999998935,0.5156404342567206
6.144520395515757,0.9821307849753931,0.4801705859874905,2.136492999655848,2108.565762859805,45.91912197396424,7.306346901880809,0.0737731391943476,123.62667990731546,0.5551707623597538,131.879193763708,0.9995259687952821,0.5551707623597526,1,Anthracnose,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Anthracnose\Anthracnose (101).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Anthracnose\Anthracnose (101).jpg,"[0, 2]",0.5656983449354306,0.44395895398871604,0.9400056069524895,0.6030846706375194
6.912517732867695,0.9849828224276588,0.3443947086876966,4.448925383203271,807.4532867591091,28.415722527486594,6.5181329186595525,0.11155636368112595,49.57096269240804,0.6406386595150495,57.137847605691434,0.9987630701533681,0.6406386595150464,1,Anthracnose,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Anthracnose\Anthracnose (102).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Anthracnose\Anthracnose (102).jpg,[0],0.7465852999121075,0.6549699973910348,0.9197655248213116,0.7651047614188412
4.148391577202877,0.989567909638112,0.38839600429064686,3.0468139204775277,1718.1978017516992,41.451149582993466,7.254321015980942,0.0858896966763312,80.73610713672524,0.646334341425855,90.7552576843043,0.9994183333651421,0.6463343414258553,1,Anthracnose,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Anthracnose\Anthracnose (103).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Anthracnose\Anthracnose (103).jpg,"[0, 2]",0.5745894015465832,0.39821438791275693,0.9999999999998562,0.5696041909887506
7.737576705560802,0.9844848300191328,-0.37947494525842534,2.717219863621318,2181.6471103913736,46.708105403573946,7.369220664936222,0.07084851258408816,173.09104106180007,0.5852081210347865,179.28233489735996,0.9995418407330993,0.5852081210347866,1,Anthracnose,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Anthracnose\Anthracnose (104).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Anthracnose\Anthracnose (104).jpg,"[0, 2]",0.4691128480606575,0.3506152357251244,0.7701184330396643,0.4818544552036776
5.0741758945013675,0.9910756748356429,0.20056506977420938,2.9834299531534523,2029.049903021578,45.044976446009805,7.084584912356537,0.11780268909628926,79.94705951402747,0.6565228343707628,91.76373046013892,0.9995074012720024,0.6565228343707608,1,Anthracnose,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Anthracnose\Anthracnose (105).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Anthracnose\Anthracnose (105).jpg,"[1, 2]",0.625355627410775,0.4553351332315732,0.9820253164555719,0.6221830134414936
12.39473563029276,0.9822698197961134,0.7003703606098575,2.2500470828692665,4787.536998662086,69.19202987817373,7.706258208508934,0.07062548460182005,94.60514874141876,0.5207080699952201,117.2078118857615,0.999791167949568,0.5207080699952201,1,Anthracnose,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Anthracnose\Anthracnose (106).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Anthracnose\Anthracnose (106).jpg,"[0, 1]",0.5083987048990978,0.3664187643020385,0.9999999999998438,0.5363198656321564
5.047937781219659,0.9893675568337446,-0.7653287620224524,2.647782398280895,2232.7919920374848,47.252428424764425,7.257261686899669,0.08139621651561321,193.6501135659715,0.5822149319717345,199.33177989510642,0.9995523307436124,0.5822149319717336,1,Anthracnose,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Anthracnose\Anthracnose (107).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Anthracnose\Anthracnose (107).jpg,"[0, 2]",0.5409174029234021,0.3927317778236427,0.9820575706723915,0.5610826353822411
